sWL,sRC,sM,sSS,sTB,sPC,sLPP,sTIME
L,28.60,01.08,07,0.00000011,0.00039803,3.022%,00:55:25
W,13.95,01.27,00,0.00000032,0.00039813,3.022%,00:55:25
L,85.31,01.33,07,0.00000025,0.00039720,3.022%,00:55:24
L,69.07,01.36,04,0.00000019,0.00039739,3.022%,00:55:23
L,16.12,01.20,07,0.00000014,0.00039753,3.022%,00:55:22
L,44.22,01.19,02,0.00000012,0.00039765,3.022%,00:55:21
L,98.61,01.08,07,0.00000011,0.00039775,3.022%,00:55:20
W,06.78,01.21,00,0.00000017,0.00039785,3.022%,00:55:20
L,24.59,01.20,07,0.00000014,0.00039717,3.022%,00:55:19
L,11.08,01.19,02,0.00000012,0.00039729,3.022%,00:55:18
L,54.79,01.08,07,0.00000011,0.00039739,3.022%,00:55:17
W,04.44,01.09,00,0.00000013,0.00039749,3.022%,00:55:17
L,76.11,01.19,02,0.00000012,0.00039613,3.022%,00:55:16
L,12.08,01.08,07,0.00000011,0.00039623,3.022%,00:55:15
W,01.19,01.14,00,0.00000022,0.00039633,3.022%,00:55:15
L,73.94,01.36,04,0.00000019,0.00039495,3.022%,00:55:14
L,09.96,01.20,07,0.00000014,0.00039509,3.022%,00:55:13
L,49.69,01.19,02,0.00000012,0.00039521,3.022%,00:55:12
L,51.35,01.08,07,0.00000011,0.00039531,3.022%,00:55:12
W,04.49,01.09,00,0.00000013,0.00039541,3.022%,00:55:11
L,33.68,01.19,02,0.00000012,0.00039405,3.022%,00:55:10
L,60.07,01.08,07,0.00000011,0.00039415,3.022%,00:55:10
W,27.72,01.65,00,0.00000107,0.00039425,3.022%,00:55:09
L,30.53,01.71,07,0.00000065,0.00039325,3.022%,00:55:08
L,21.44,01.50,07,0.00000038,0.00039363,3.022%,00:55:07
L,15.29,01.33,07,0.00000025,0.00039388,3.022%,00:55:06
L,39.15,01.36,04,0.00000019,0.00039407,3.022%,00:55:06
L,63.08,01.20,07,0.00000014,0.00039421,3.022%,00:55:05
L,79.16,01.19,02,0.00000012,0.00039433,3.022%,00:55:04
L,52.88,01.08,07,0.00000011,0.00039443,3.022%,00:55:04
W,25.54,02.20,00,0.00003333,0.00039453,3.022%,00:55:03
L,62.10,02.30,07,0.00001515,0.00038190,3.022%,00:55:02
L,59.77,01.95,05,0.00000659,0.00038849,3.022%,00:55:01
L,62.20,01.73,07,0.00000338,0.00039187,3.022%,00:55:00
L,55.60,01.54,07,0.00000196,0.00039383,3.022%,00:54:59
L,74.40,01.96,08,0.00000127,0.00039510,3.022%,00:54:59
L,43.25,01.71,07,0.00000065,0.00039575,3.022%,00:54:58
L,98.65,01.50,07,0.00000038,0.00039613,3.022%,00:54:57
L,46.07,01.33,07,0.00000025,0.00039638,3.022%,00:54:56
L,72.31,01.36,04,0.00000019,0.00039657,3.022%,00:54:56
L,96.03,01.20,07,0.00000014,0.00039671,3.022%,00:54:55
L,63.25,01.19,02,0.00000012,0.00039683,3.022%,00:54:54
L,81.41,01.08,07,0.00000011,0.00039693,3.022%,00:54:54
W,17.85,01.43,00,0.00000055,0.00039703,3.022%,00:54:53
L,43.65,01.50,07,0.00000038,0.00039616,3.022%,00:54:52
L,49.76,01.33,07,0.00000025,0.00039641,3.022%,00:54:51
L,49.72,01.36,04,0.00000019,0.00039660,3.022%,00:54:51
L,31.73,01.20,07,0.00000014,0.00039674,3.022%,00:54:50
L,90.02,01.19,02,0.00000012,0.00039686,3.022%,00:54:49
L,65.91,01.08,07,0.00000011,0.00039696,3.022%,00:54:49
W,09.66,01.65,00,0.00000107,0.00039706,3.022%,00:54:48
L,38.60,01.71,07,0.00000065,0.00039606,3.022%,00:54:47
L,54.41,01.50,07,0.00000038,0.00039644,3.022%,00:54:46
L,14.94,01.33,07,0.00000025,0.00039669,3.022%,00:54:46
L,21.44,01.36,04,0.00000019,0.00039688,3.022%,00:54:45
L,46.05,01.20,07,0.00000014,0.00039702,3.022%,00:54:44
L,17.46,01.19,02,0.00000012,0.00039714,3.022%,00:54:43
L,17.23,01.08,07,0.00000011,0.00039724,3.022%,00:54:42
W,12.88,01.34,00,0.00000262,0.00039734,3.022%,00:54:42
L,37.91,01.54,07,0.00000196,0.00039154,3.022%,00:54:41
L,95.67,01.96,08,0.00000127,0.00039281,3.022%,00:54:40
L,77.22,01.71,07,0.00000065,0.00039346,3.022%,00:54:39
L,78.33,01.50,07,0.00000038,0.00039384,3.022%,00:54:39
L,39.08,01.33,07,0.00000025,0.00039409,3.022%,00:54:38
L,97.58,01.36,04,0.00000019,0.00039428,3.022%,00:54:37
L,78.81,01.20,07,0.00000014,0.00039442,3.022%,00:54:36
L,26.88,01.19,02,0.00000012,0.00039454,3.022%,00:54:36
L,67.27,01.08,07,0.00000011,0.00039464,3.022%,00:54:35
W,07.99,01.11,00,0.00000011,0.00039474,3.022%,00:54:35
L,68.27,01.08,07,0.00000011,0.00039385,3.022%,00:54:34
W,04.84,01.19,00,0.00000151,0.00039395,3.022%,00:54:33
L,77.20,01.96,08,0.00000127,0.00038736,3.022%,00:54:32
L,90.76,01.71,07,0.00000065,0.00038801,3.022%,00:54:32
L,80.56,01.50,07,0.00000038,0.00038839,3.022%,00:54:31
L,58.66,01.33,07,0.00000025,0.00038864,3.022%,00:54:30
L,46.45,01.36,04,0.00000019,0.00038883,3.022%,00:54:29
L,33.77,01.20,07,0.00000014,0.00038897,3.022%,00:54:29
L,84.00,01.19,02,0.00000012,0.00038909,3.022%,00:54:28
L,45.84,01.08,07,0.00000011,0.00038919,3.022%,00:54:27
W,04.95,01.34,00,0.00000265,0.00038929,3.022%,00:54:27
L,45.01,01.54,07,0.00000198,0.00038343,3.022%,00:54:26
L,70.69,01.96,08,0.00000128,0.00038471,3.022%,00:54:25
L,69.94,01.71,07,0.00000065,0.00038536,3.022%,00:54:25
L,51.81,01.50,07,0.00000038,0.00038574,3.022%,00:54:24
L,14.25,01.33,07,0.00000025,0.00038599,3.022%,00:54:23
L,47.81,01.36,04,0.00000019,0.00038618,3.022%,00:54:22
L,65.97,01.20,07,0.00000014,0.00038632,3.022%,00:54:21
L,39.36,01.19,02,0.00000012,0.00038644,3.022%,00:54:21
L,94.53,01.08,07,0.00000011,0.00038654,3.022%,00:54:20
W,04.51,01.43,00,0.00000055,0.00038664,3.022%,00:54:19
L,84.22,01.50,07,0.00000038,0.00038576,3.022%,00:54:18
L,43.02,01.33,07,0.00000025,0.00038601,3.022%,00:54:18
L,90.02,01.36,04,0.00000019,0.00038620,3.022%,00:54:17
L,51.28,01.20,07,0.00000014,0.00038634,3.022%,00:54:16
L,96.94,01.19,02,0.00000012,0.00038646,3.022%,00:54:16
L,66.88,01.08,07,0.00000011,0.00038656,3.022%,00:54:15
W,00.46,01.19,00,0.00000153,0.00038666,3.022%,00:54:14
L,77.20,01.96,08,0.00000128,0.00038002,3.022%,00:54:13
L,47.11,01.71,07,0.00000065,0.00038067,3.022%,00:54:13
L,94.28,01.50,07,0.00000038,0.00038105,3.022%,00:54:12
L,18.95,01.33,07,0.00000025,0.00038130,3.022%,00:54:11
L,21.53,01.36,04,0.00000019,0.00038149,3.022%,00:54:11
L,70.79,01.21,07,0.00000014,0.00038163,3.022%,00:54:10
L,98.79,01.19,02,0.00000012,0.00038175,3.022%,00:54:09
L,70.84,01.08,07,0.00000011,0.00038185,3.022%,00:54:08
W,04.20,01.09,00,0.00000013,0.00038195,3.022%,00:54:07
L,59.88,01.19,02,0.00000012,0.00038059,3.022%,00:54:06
L,76.63,01.08,07,0.00000011,0.00038069,3.022%,00:54:05
W,25.03,01.52,00,0.00000521,0.00038079,3.022%,00:54:05
L,99.62,01.73,07,0.00000342,0.00037425,3.022%,00:54:04
L,68.42,01.54,07,0.00000198,0.00037623,3.022%,00:54:03
L,43.81,01.96,08,0.00000128,0.00037751,3.022%,00:54:02
L,68.47,01.71,07,0.00000065,0.00037816,3.022%,00:54:01
L,97.69,01.50,07,0.00000038,0.00037854,3.022%,00:54:01
L,57.71,01.33,07,0.00000025,0.00037879,3.022%,00:54:00
L,17.34,01.36,04,0.00000019,0.00037898,3.022%,00:53:59
L,53.28,01.21,07,0.00000014,0.00037912,3.022%,00:53:58
L,92.06,01.19,02,0.00000012,0.00037924,3.022%,00:53:58
L,76.65,01.08,07,0.00000011,0.00037934,3.022%,00:53:57
W,02.67,01.21,00,0.00000017,0.00037944,3.022%,00:53:56
L,97.38,01.21,07,0.00000014,0.00037876,3.022%,00:53:55
L,43.96,01.19,02,0.00000012,0.00037888,3.022%,00:53:55
L,07.76,01.08,07,0.00000011,0.00037898,3.022%,00:53:54
W,09.81,01.14,00,0.00000022,0.00037908,3.022%,00:53:53
L,50.74,01.36,04,0.00000019,0.00037771,3.022%,00:53:53
L,57.38,01.21,07,0.00000014,0.00037785,3.022%,00:53:52
L,76.52,01.19,02,0.00000012,0.00037797,3.022%,00:53:51
L,82.03,01.08,07,0.00000011,0.00037807,3.022%,00:53:50
W,21.72,01.43,00,0.00000055,0.00037817,3.022%,00:53:50
L,74.94,01.50,07,0.00000038,0.00037729,3.022%,00:53:49
L,85.21,01.33,07,0.00000025,0.00037754,3.022%,00:53:48
L,19.17,01.36,04,0.00000019,0.00037773,3.022%,00:53:47
L,75.14,01.21,07,0.00000014,0.00037787,3.022%,00:53:47
L,35.30,01.19,02,0.00000012,0.00037799,3.022%,00:53:46
L,87.08,01.08,07,0.00000011,0.00037809,3.022%,00:53:45
W,34.95,03.67,00,0.00050329,0.00037819,3.022%,00:53:45
L,90.39,03.30,07,0.00013726,0.00032672,3.022%,00:53:44
L,95.00,02.71,07,0.00004164,0.00036836,3.022%,00:53:43
L,75.22,02.30,07,0.00001538,0.00038374,3.022%,00:53:42
L,66.40,01.95,05,0.00000668,0.00039042,3.022%,00:53:42
L,94.78,01.73,07,0.00000342,0.00039384,3.022%,00:53:41
L,77.87,01.54,07,0.00000198,0.00039582,3.022%,00:53:40
L,78.87,01.96,08,0.00000128,0.00039710,3.022%,00:53:40
L,90.97,01.71,07,0.00000065,0.00039775,3.022%,00:53:39
L,83.30,01.50,07,0.00000038,0.00039813,3.022%,00:53:38
L,37.58,01.33,07,0.00000025,0.00039838,3.022%,00:53:37
L,27.82,01.36,04,0.00000019,0.00039857,3.022%,00:53:37
L,56.82,01.21,07,0.00000014,0.00039871,3.022%,00:53:36
L,16.03,01.19,02,0.00000012,0.00039883,3.022%,00:53:35
L,37.31,01.08,07,0.00000011,0.00039893,3.022%,00:53:34
W,38.25,01.83,00,0.00001225,0.00039903,3.022%,00:53:34
L,73.24,01.95,05,0.00000668,0.00039101,3.022%,00:53:33
L,41.14,01.73,07,0.00000342,0.00039443,3.022%,00:53:32
L,36.05,01.54,07,0.00000198,0.00039641,3.022%,00:53:31
L,42.22,01.96,08,0.00000128,0.00039769,3.022%,00:53:31
L,78.00,01.71,07,0.00000065,0.00039834,3.022%,00:53:29
L,66.44,01.50,07,0.00000038,0.00039872,3.022%,00:53:29
L,36.12,01.33,07,0.00000025,0.00039897,3.022%,00:53:28
L,96.23,01.36,04,0.00000019,0.00039916,3.022%,00:53:27
L,37.28,01.21,07,0.00000014,0.00039930,3.022%,00:53:27
L,85.24,01.19,02,0.00000012,0.00039942,3.022%,00:53:26
L,08.64,01.08,07,0.00000011,0.00039952,3.022%,00:53:25
W,01.49,01.04,00,0.00000010,0.00039962,3.022%,00:53:24
W,06.69,01.52,00,0.00000521,0.00039725,3.004%,00:53:24
L,99.08,01.73,07,0.00000342,0.00039071,2.993%,00:53:23
L,51.15,01.54,07,0.00000198,0.00039269,2.993%,00:53:22
L,97.90,01.96,08,0.00000128,0.00039397,2.993%,00:53:21
L,69.32,01.71,07,0.00000065,0.00039462,2.993%,00:53:20
L,33.61,01.50,07,0.00000038,0.00039500,2.993%,00:53:20
L,68.26,01.33,07,0.00000025,0.00039525,2.993%,00:53:19
L,50.78,01.36,04,0.00000019,0.00039544,2.993%,00:53:18
L,56.67,01.21,07,0.00000014,0.00039558,2.993%,00:53:18
L,27.13,01.19,02,0.00000012,0.00039570,2.993%,00:53:17
L,93.50,01.08,07,0.00000011,0.00039580,2.993%,00:53:16
W,00.57,01.11,00,0.00000011,0.00039590,2.993%,00:53:15
L,68.56,01.08,07,0.00000011,0.00039501,2.991%,00:53:15
W,11.08,01.21,00,0.00000017,0.00039511,2.991%,00:53:14
L,46.75,01.21,07,0.00000014,0.00039444,2.991%,00:53:13
L,83.10,01.19,02,0.00000012,0.00039456,2.991%,00:53:13
L,49.39,01.08,07,0.00000011,0.00039466,2.991%,00:53:12
W,06.30,01.21,00,0.00000017,0.00039476,2.991%,00:53:11
L,72.80,01.21,07,0.00000014,0.00039408,2.991%,00:53:10
L,69.96,01.19,02,0.00000012,0.00039420,2.991%,00:53:10
L,87.64,01.08,07,0.00000011,0.00039430,2.991%,00:53:09
W,00.59,01.11,00,0.00000011,0.00039440,2.991%,00:53:08
L,90.80,01.08,07,0.00000011,0.00039351,2.991%,00:53:07
W,12.78,01.21,00,0.00000017,0.00039361,2.991%,00:53:07
L,56.33,01.21,07,0.00000014,0.00039294,2.991%,00:53:06
L,56.45,01.19,02,0.00000012,0.00039306,2.991%,00:53:05
L,44.43,01.08,07,0.00000011,0.00039316,2.991%,00:53:04
W,02.14,01.11,00,0.00000011,0.00039326,2.991%,00:53:04
L,39.21,01.08,07,0.00000011,0.00039237,2.991%,00:53:03
W,08.66,01.27,00,0.00000032,0.00039247,2.991%,00:53:02
L,99.97,01.33,07,0.00000025,0.00039154,2.991%,00:53:01
L,32.17,01.36,04,0.00000019,0.00039173,2.991%,00:53:01
L,45.50,01.20,07,0.00000014,0.00039187,2.991%,00:53:00
L,83.14,01.19,02,0.00000012,0.00039199,2.991%,00:52:59
L,35.57,01.08,07,0.00000011,0.00039209,2.991%,00:52:58
W,09.05,01.27,00,0.00000032,0.00039219,2.991%,00:52:58
L,94.54,01.33,07,0.00000025,0.00039126,2.991%,00:52:57
L,28.73,01.36,04,0.00000019,0.00039145,2.991%,00:52:56
L,08.44,01.20,07,0.00000014,0.00039159,2.991%,00:52:55
L,64.93,01.19,02,0.00000012,0.00039171,2.991%,00:52:55
L,16.24,01.08,07,0.00000011,0.00039181,2.991%,00:52:54
W,07.27,01.11,00,0.00000011,0.00039191,2.991%,00:52:53
L,50.74,01.08,07,0.00000011,0.00039102,2.991%,00:52:52
W,09.33,01.65,00,0.00000107,0.00039112,2.991%,00:52:51
L,30.67,01.71,07,0.00000065,0.00039012,2.991%,00:52:50
L,97.49,01.50,07,0.00000038,0.00039050,2.991%,00:52:49
L,41.01,01.33,07,0.00000025,0.00039075,2.991%,00:52:49
L,78.49,01.36,04,0.00000019,0.00039094,2.991%,00:52:48
L,77.90,01.20,07,0.00000014,0.00039108,2.991%,00:52:47
L,97.83,01.19,02,0.00000012,0.00039120,2.991%,00:52:46
L,76.83,01.08,07,0.00000011,0.00039130,2.991%,00:52:45
W,11.18,01.21,00,0.00000017,0.00039140,2.991%,00:52:45
L,74.24,01.20,07,0.00000014,0.00039072,2.991%,00:52:44
L,70.72,01.19,02,0.00000012,0.00039084,2.991%,00:52:43
L,26.14,01.08,07,0.00000011,0.00039094,2.991%,00:52:42
W,06.07,01.27,00,0.00000032,0.00039104,2.991%,00:52:42
L,31.50,01.33,07,0.00000025,0.00039012,2.991%,00:52:41
L,44.91,01.36,04,0.00000019,0.00039031,2.991%,00:52:40
L,86.16,01.20,07,0.00000014,0.00039045,2.991%,00:52:39
L,93.05,01.19,02,0.00000012,0.00039057,2.991%,00:52:38
L,75.14,01.08,07,0.00000011,0.00039067,2.991%,00:52:38
W,23.96,01.43,00,0.00000055,0.00039077,2.991%,00:52:37
L,29.19,01.50,07,0.00000038,0.00038989,2.991%,00:52:36
L,51.86,01.33,07,0.00000025,0.00039014,2.991%,00:52:35
L,72.29,01.36,04,0.00000019,0.00039033,2.991%,00:52:35
L,92.49,01.20,07,0.00000014,0.00039047,2.991%,00:52:34
L,64.98,01.19,02,0.00000012,0.00039059,2.991%,00:52:33
L,84.41,01.08,07,0.00000011,0.00039069,2.991%,00:52:33
W,00.20,01.09,00,0.00000013,0.00039079,2.991%,00:52:32
L,47.62,01.19,02,0.00000012,0.00038943,2.991%,00:52:31
L,92.87,01.08,07,0.00000011,0.00038953,2.991%,00:52:30
W,01.18,01.11,00,0.00000011,0.00038963,2.991%,00:52:30
L,88.88,01.08,07,0.00000011,0.00038874,2.991%,00:52:29
W,07.98,01.21,00,0.00000017,0.00038884,2.991%,00:52:28
L,15.46,01.20,07,0.00000014,0.00038816,2.991%,00:52:27
L,80.93,01.19,02,0.00000012,0.00038828,2.991%,00:52:27
L,44.47,01.08,07,0.00000011,0.00038838,2.991%,00:52:26
W,11.86,01.65,00,0.00000107,0.00038848,2.991%,00:52:25
L,57.45,01.71,07,0.00000065,0.00038748,2.991%,00:52:24
L,86.74,01.50,07,0.00000038,0.00038786,2.991%,00:52:24
L,18.97,01.33,07,0.00000025,0.00038811,2.991%,00:52:23
L,45.85,01.36,04,0.00000019,0.00038830,2.991%,00:52:22
L,84.91,01.20,07,0.00000014,0.00038844,2.991%,00:52:21
L,52.90,01.19,02,0.00000012,0.00038856,2.991%,00:52:21
L,11.81,01.08,07,0.00000011,0.00038866,2.991%,00:52:20
W,53.25,02.75,00,0.00011278,0.00038876,2.991%,00:52:19
L,67.64,02.71,07,0.00004101,0.00036533,2.991%,00:52:19
L,48.58,02.30,07,0.00001516,0.00038049,2.991%,00:52:18
L,41.78,01.95,05,0.00000659,0.00038708,2.991%,00:52:17
L,29.23,01.73,07,0.00000338,0.00039046,2.991%,00:52:16
L,62.94,01.54,07,0.00000196,0.00039242,2.991%,00:52:16
L,75.09,01.96,08,0.00000127,0.00039369,2.991%,00:52:15
L,35.89,01.71,07,0.00000065,0.00039434,2.991%,00:52:14
L,78.76,01.50,07,0.00000038,0.00039472,2.991%,00:52:13
L,74.35,01.33,07,0.00000025,0.00039497,2.991%,00:52:12
L,19.76,01.36,04,0.00000019,0.00039516,2.991%,00:52:11
L,47.67,01.20,07,0.00000014,0.00039530,2.991%,00:52:11
L,90.92,01.19,02,0.00000012,0.00039542,2.991%,00:52:10
L,24.42,01.08,07,0.00000011,0.00039552,2.991%,00:52:09
W,28.75,01.43,00,0.00000055,0.00039562,2.991%,00:52:09
L,57.86,01.50,07,0.00000038,0.00039474,2.991%,00:52:08
L,51.24,01.33,07,0.00000025,0.00039499,2.991%,00:52:07
L,78.87,01.36,04,0.00000019,0.00039518,2.991%,00:52:06
L,27.87,01.20,07,0.00000014,0.00039532,2.991%,00:52:06
L,85.53,01.19,02,0.00000012,0.00039544,2.991%,00:52:05
L,21.23,01.08,07,0.00000011,0.00039554,2.991%,00:52:04
W,13.63,01.21,00,0.00000017,0.00039564,2.991%,00:52:04
L,39.22,01.20,07,0.00000014,0.00039497,2.989%,00:52:03
L,47.66,01.19,02,0.00000012,0.00039509,2.989%,00:52:02
L,07.74,01.08,07,0.00000011,0.00039519,2.989%,00:52:01
W,17.55,01.27,00,0.00000032,0.00039529,2.989%,00:52:01
L,75.93,01.33,07,0.00000025,0.00039436,2.987%,00:52:00
L,77.66,01.36,04,0.00000019,0.00039455,2.987%,00:51:59
L,99.83,01.20,07,0.00000014,0.00039469,2.987%,00:51:59
L,43.25,01.19,02,0.00000012,0.00039481,2.987%,00:51:58
L,82.09,01.08,07,0.00000011,0.00039491,2.987%,00:51:57
W,14.72,01.21,00,0.00000017,0.00039501,2.987%,00:51:56
L,90.13,01.20,07,0.00000014,0.00039433,2.984%,00:51:56
L,45.96,01.19,02,0.00000012,0.00039445,2.984%,00:51:55
L,89.89,01.08,07,0.00000011,0.00039455,2.984%,00:51:54
W,01.58,01.09,00,0.00000013,0.00039465,2.984%,00:51:54
L,71.44,01.19,02,0.00000012,0.00039329,2.975%,00:51:53
L,57.10,01.08,07,0.00000011,0.00039339,2.975%,00:51:52
W,19.33,01.27,00,0.00000032,0.00039349,2.975%,00:51:51
L,90.54,01.33,07,0.00000025,0.00039256,2.975%,00:51:51
L,17.46,01.36,04,0.00000019,0.00039275,2.975%,00:51:50
L,86.41,01.20,07,0.00000014,0.00039289,2.975%,00:51:49
L,70.53,01.19,02,0.00000012,0.00039301,2.975%,00:51:49
L,24.85,01.08,07,0.00000011,0.00039311,2.975%,00:51:48
W,26.23,01.65,00,0.00000107,0.00039321,2.975%,00:51:47
L,55.81,01.71,07,0.00000065,0.00039221,2.975%,00:51:46
L,88.40,01.50,07,0.00000038,0.00039259,2.975%,00:51:46
L,38.67,01.33,07,0.00000025,0.00039284,2.975%,00:51:45
L,31.23,01.36,04,0.00000019,0.00039303,2.975%,00:51:44
L,69.72,01.20,07,0.00000014,0.00039317,2.975%,00:51:44
L,17.63,01.19,02,0.00000012,0.00039329,2.975%,00:51:43
L,63.42,01.08,07,0.00000011,0.00039339,2.975%,00:51:42
W,32.54,01.52,00,0.00000515,0.00039349,2.975%,00:51:41
L,98.20,01.73,07,0.00000338,0.00038703,2.965%,00:51:41
L,99.26,01.54,07,0.00000196,0.00038899,2.965%,00:51:40
L,82.19,01.96,08,0.00000127,0.00039026,2.965%,00:51:39
L,77.44,01.71,07,0.00000065,0.00039091,2.965%,00:51:38
L,35.42,01.50,07,0.00000038,0.00039129,2.965%,00:51:37
L,22.21,01.33,07,0.00000025,0.00039154,2.965%,00:51:36
L,49.51,01.36,04,0.00000019,0.00039173,2.965%,00:51:36
L,52.74,01.20,07,0.00000014,0.00039187,2.965%,00:51:35
L,18.48,01.19,02,0.00000012,0.00039199,2.965%,00:51:34
L,59.43,01.08,07,0.00000011,0.00039209,2.965%,00:51:34
W,01.97,01.09,00,0.00000013,0.00039219,2.965%,00:51:33
L,23.21,01.19,02,0.00000012,0.00039082,2.957%,00:51:32
L,15.06,01.08,07,0.00000011,0.00039092,2.957%,00:51:32
W,06.61,01.27,00,0.00000032,0.00039102,2.957%,00:51:31
L,56.41,01.33,07,0.00000025,0.00039010,2.954%,00:51:30
L,77.49,01.36,04,0.00000019,0.00039029,2.954%,00:51:29
L,64.14,01.20,07,0.00000014,0.00039043,2.954%,00:51:29
L,34.08,01.19,02,0.00000012,0.00039055,2.954%,00:51:28
L,06.13,01.08,07,0.00000011,0.00039065,2.954%,00:51:27
W,15.93,01.21,00,0.00000017,0.00039075,2.954%,00:51:26
L,21.59,01.20,07,0.00000014,0.00039007,2.954%,00:51:25
L,25.99,01.19,02,0.00000012,0.00039019,2.954%,00:51:25
L,18.43,01.08,07,0.00000011,0.00039029,2.954%,00:51:24
W,22.64,01.43,00,0.00000055,0.00039039,2.954%,00:51:23
L,74.16,01.50,07,0.00000038,0.00038952,2.954%,00:51:23
L,63.78,01.33,07,0.00000025,0.00038977,2.954%,00:51:22
L,28.25,01.36,04,0.00000019,0.00038996,2.954%,00:51:21
L,13.31,01.20,07,0.00000014,0.00039010,2.954%,00:51:20
L,54.95,01.19,02,0.00000012,0.00039022,2.954%,00:51:20
L,73.80,01.08,07,0.00000011,0.00039032,2.954%,00:51:19
W,00.02,01.65,00,0.00000107,0.00039042,2.954%,00:51:18
L,41.38,01.71,07,0.00000065,0.00038942,2.954%,00:51:17
L,60.25,01.50,07,0.00000038,0.00038980,2.954%,00:51:17
L,36.06,01.33,07,0.00000025,0.00039005,2.954%,00:51:16
L,83.21,01.36,04,0.00000019,0.00039024,2.954%,00:51:15
L,59.79,01.20,07,0.00000014,0.00039038,2.954%,00:51:14
L,60.26,01.19,02,0.00000012,0.00039050,2.954%,00:51:14
L,91.46,01.08,07,0.00000011,0.00039060,2.954%,00:51:13
W,04.12,01.27,00,0.00000032,0.00039070,2.954%,00:51:12
L,27.57,01.33,07,0.00000025,0.00038977,2.952%,00:51:11
L,88.22,01.36,04,0.00000019,0.00038996,2.952%,00:51:11
L,69.53,01.20,07,0.00000014,0.00039010,2.952%,00:51:10
L,68.17,01.19,02,0.00000012,0.00039022,2.952%,00:51:09
L,25.96,01.08,07,0.00000011,0.00039032,2.952%,00:51:08
W,06.78,01.43,00,0.00000055,0.00039042,2.952%,00:51:08
L,92.24,01.50,07,0.00000038,0.00038954,2.952%,00:51:07
L,48.30,01.33,07,0.00000025,0.00038979,2.952%,00:51:06
L,60.96,01.36,04,0.00000019,0.00038998,2.952%,00:51:06
L,10.04,01.20,07,0.00000014,0.00039012,2.952%,00:51:05
L,46.75,01.19,02,0.00000012,0.00039024,2.952%,00:51:04
L,35.15,01.08,07,0.00000011,0.00039034,2.952%,00:51:03
W,00.85,01.11,00,0.00000011,0.00039044,2.952%,00:51:02
L,65.08,01.08,07,0.00000011,0.00038955,2.946%,00:51:02
W,20.58,01.52,00,0.00000515,0.00038965,2.946%,00:51:01
L,46.23,01.73,07,0.00000338,0.00038319,2.936%,00:51:00
L,46.29,01.54,07,0.00000196,0.00038515,2.936%,00:50:59
L,49.79,01.96,08,0.00000127,0.00038642,2.936%,00:50:58
L,40.93,01.71,07,0.00000065,0.00038707,2.936%,00:50:58
L,23.93,01.50,07,0.00000038,0.00038745,2.936%,00:50:57
L,62.96,01.33,07,0.00000025,0.00038770,2.936%,00:50:56
L,88.64,01.36,04,0.00000019,0.00038789,2.936%,00:50:56
L,25.90,01.20,07,0.00000014,0.00038803,2.936%,00:50:55
L,75.77,01.19,02,0.00000012,0.00038815,2.936%,00:50:54
L,83.42,01.08,07,0.00000011,0.00038825,2.936%,00:50:54
W,04.79,01.09,00,0.00000013,0.00038835,2.936%,00:50:53
L,43.32,01.19,02,0.00000012,0.00038699,2.928%,00:50:52
L,04.39,01.08,07,0.00000011,0.00038709,2.928%,00:50:51
W,21.35,01.43,00,0.00000055,0.00038719,2.928%,00:50:51
L,76.56,01.50,07,0.00000038,0.00038631,2.928%,00:50:50
L,33.28,01.33,07,0.00000025,0.00038656,2.928%,00:50:49
L,76.27,01.36,04,0.00000019,0.00038675,2.928%,00:50:49
L,55.85,01.20,07,0.00000014,0.00038689,2.928%,00:50:48
L,59.57,01.19,02,0.00000012,0.00038701,2.928%,00:50:47
L,90.50,01.08,07,0.00000011,0.00038711,2.928%,00:50:46
W,06.05,01.09,00,0.00000013,0.00038721,2.928%,00:50:46
L,58.49,01.19,02,0.00000012,0.00038585,2.919%,00:50:45
L,63.49,01.08,07,0.00000011,0.00038595,2.919%,00:50:44
W,01.85,01.19,00,0.00000151,0.00038605,2.919%,00:50:43
L,50.18,01.96,08,0.00000127,0.00037946,2.884%,00:50:43
L,62.97,01.71,07,0.00000065,0.00038011,2.884%,00:50:42
L,21.74,01.50,07,0.00000038,0.00038049,2.884%,00:50:41
L,83.26,01.33,07,0.00000025,0.00038074,2.884%,00:50:40
L,24.82,01.36,04,0.00000019,0.00038093,2.884%,00:50:40
L,19.91,01.20,07,0.00000014,0.00038107,2.884%,00:50:39
L,47.46,01.19,02,0.00000012,0.00038119,2.884%,00:50:38
L,22.52,01.08,07,0.00000011,0.00038129,2.884%,00:50:37
W,03.34,01.43,00,0.00000055,0.00038139,2.884%,00:50:37
L,66.81,01.50,07,0.00000038,0.00038052,2.884%,00:50:36
L,27.83,01.33,07,0.00000025,0.00038077,2.884%,00:50:35
L,46.05,01.36,04,0.00000019,0.00038096,2.884%,00:50:34
L,67.67,01.20,07,0.00000014,0.00038110,2.884%,00:50:34
L,39.34,01.19,02,0.00000012,0.00038122,2.884%,00:50:33
L,32.14,01.08,07,0.00000011,0.00038132,2.884%,00:50:32
W,11.94,01.14,00,0.00000022,0.00038142,2.884%,00:50:32
L,86.47,01.36,04,0.00000019,0.00038004,2.877%,00:50:31
L,51.06,01.20,07,0.00000014,0.00038018,2.877%,00:50:30
L,86.21,01.19,02,0.00000012,0.00038030,2.877%,00:50:30
L,21.28,01.08,07,0.00000011,0.00038040,2.877%,00:50:29
